county,county_fips,mcd_fips,municipality,ctv,year,office,party,candidate,votes,total_votes
ADAMS,55001,5500119575,DELL PRAIRIE,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,133,314
ADAMS,55001,5500119575,DELL PRAIRIE,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,181,314
ADAMS,55001,5500119575,DELL PRAIRIE,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,314
ADAMS,55001,5500119575,DELL PRAIRIE,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,267,523
ADAMS,55001,5500119575,DELL PRAIRIE,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,256,523
ADAMS,55001,5500119575,DELL PRAIRIE,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,523
ADAMS,55001,5500119575,DELL PRAIRIE,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,79,79
ADAMS,55001,5500119575,DELL PRAIRIE,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,79
ADAMS,55001,5500119575,DELL PRAIRIE,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,124,234
ADAMS,55001,5500119575,DELL PRAIRIE,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,110,234
ADAMS,55001,5500119575,DELL PRAIRIE,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,234
ADAMS,55001,5500119575,DELL PRAIRIE,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,119,246
ADAMS,55001,5500119575,DELL PRAIRIE,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,127,246
ADAMS,55001,5500119575,DELL PRAIRIE,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,246
ADAMS,55001,5500119575,DELL PRAIRIE,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,175,370
ADAMS,55001,5500119575,DELL PRAIRIE,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,195,370
ADAMS,55001,5500119575,DELL PRAIRIE,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,370
ADAMS,55001,5500119575,DELL PRAIRIE,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,242,499
ADAMS,55001,5500119575,DELL PRAIRIE,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,257,499
ADAMS,55001,5500119575,DELL PRAIRIE,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,499
ADAMS,55001,5500119575,DELL PRAIRIE,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,312,609
ADAMS,55001,5500119575,DELL PRAIRIE,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,297,609
ADAMS,55001,5500119575,DELL PRAIRIE,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,609
ADAMS,55001,5500119575,DELL PRAIRIE,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,186,401
ADAMS,55001,5500119575,DELL PRAIRIE,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,215,401
ADAMS,55001,5500119575,DELL PRAIRIE,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,401
ADAMS,55001,5500122000,EASTON,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,135,191
ADAMS,55001,5500122000,EASTON,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,56,191
ADAMS,55001,5500122000,EASTON,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,191
ADAMS,55001,5500122000,EASTON,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",92,92
ADAMS,55001,5500122000,EASTON,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,92
ADAMS,55001,5500122000,EASTON,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,148,246
ADAMS,55001,5500122000,EASTON,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,98,246
ADAMS,55001,5500122000,EASTON,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,246
ADAMS,55001,5500122000,EASTON,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,66,66
ADAMS,55001,5500122000,EASTON,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,66
ADAMS,55001,5500122000,EASTON,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,59,59
ADAMS,55001,5500122000,EASTON,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,59
ADAMS,55001,5500122000,EASTON,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,72,125
ADAMS,55001,5500122000,EASTON,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,53,125
ADAMS,55001,5500122000,EASTON,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,125
ADAMS,55001,5500122000,EASTON,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,63,128
ADAMS,55001,5500122000,EASTON,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,65,128
ADAMS,55001,5500122000,EASTON,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,128
ADAMS,55001,5500122000,EASTON,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,71,187
ADAMS,55001,5500122000,EASTON,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,116,187
ADAMS,55001,5500122000,EASTON,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,187
ADAMS,55001,5500122000,EASTON,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",91,181
ADAMS,55001,5500122000,EASTON,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,90,181
ADAMS,55001,5500122000,EASTON,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,181
ADAMS,55001,5500122000,EASTON,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,120,191
ADAMS,55001,5500122000,EASTON,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,71,191
ADAMS,55001,5500122000,EASTON,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,191
ADAMS,55001,5500122000,EASTON,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,87,214
ADAMS,55001,5500122000,EASTON,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,126,214
ADAMS,55001,5500122000,EASTON,T,2015,SUPREME COURT,SCATTERING,SCATTERING,1,214
ADAMS,55001,5500122000,EASTON,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,187,307
ADAMS,55001,5500122000,EASTON,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,120,307
ADAMS,55001,5500122000,EASTON,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,307
ADAMS,55001,5500122000,EASTON,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,74,74
ADAMS,55001,5500122000,EASTON,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,74
ADAMS,55001,5500122000,EASTON,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,120,193
ADAMS,55001,5500122000,EASTON,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,73,193
ADAMS,55001,5500122000,EASTON,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,193
ADAMS,55001,5500122000,EASTON,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,141,217
ADAMS,55001,5500122000,EASTON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,76,217
ADAMS,55001,5500122000,EASTON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,217
ADAMS,55001,5500122000,EASTON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,153,275
ADAMS,55001,5500122000,EASTON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,122,275
ADAMS,55001,5500122000,EASTON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,275
ADAMS,55001,5500122000,EASTON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,224,364
ADAMS,55001,5500122000,EASTON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,137,364
ADAMS,55001,5500122000,EASTON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,3,364
ADAMS,55001,5500122000,EASTON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,266,420
ADAMS,55001,5500122000,EASTON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,153,420
ADAMS,55001,5500122000,EASTON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,1,420
ADAMS,55001,5500122000,EASTON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,117,237
ADAMS,55001,5500122000,EASTON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,120,237
ADAMS,55001,5500122000,EASTON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,237
ADAMS,55001,5500127950,FRIENDSHIP,V,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,92,124
ADAMS,55001,5500127950,FRIENDSHIP,V,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,32,124
ADAMS,55001,5500127950,FRIENDSHIP,V,2000,SUPREME COURT,SCATTERING,SCATTERING,0,124
ADAMS,55001,5500127950,FRIENDSHIP,V,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",59,60
ADAMS,55001,5500127950,FRIENDSHIP,V,2001,SUPREME COURT,SCATTERING,SCATTERING,1,60
ADAMS,55001,5500127950,FRIENDSHIP,V,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,126,191
ADAMS,55001,5500127950,FRIENDSHIP,V,2003,SUPREME COURT,LIBERAL,ED BRUNNER,64,191
ADAMS,55001,5500127950,FRIENDSHIP,V,2003,SUPREME COURT,SCATTERING,SCATTERING,1,191
ADAMS,55001,5500127950,FRIENDSHIP,V,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,40,40
ADAMS,55001,5500127950,FRIENDSHIP,V,2005,SUPREME COURT,SCATTERING,SCATTERING,0,40
ADAMS,55001,5500127950,FRIENDSHIP,V,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,56,57
ADAMS,55001,5500127950,FRIENDSHIP,V,2006,SUPREME COURT,SCATTERING,SCATTERING,1,57
ADAMS,55001,5500127950,FRIENDSHIP,V,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,58,108
ADAMS,55001,5500127950,FRIENDSHIP,V,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,49,108
ADAMS,55001,5500127950,FRIENDSHIP,V,2007,SUPREME COURT,SCATTERING,SCATTERING,1,108
ADAMS,55001,5500127950,FRIENDSHIP,V,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,39,88
ADAMS,55001,5500127950,FRIENDSHIP,V,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,49,88
ADAMS,55001,5500127950,FRIENDSHIP,V,2008,SUPREME COURT,SCATTERING,SCATTERING,0,88
ADAMS,55001,5500127950,FRIENDSHIP,V,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,26,102
ADAMS,55001,5500127950,FRIENDSHIP,V,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,76,102
ADAMS,55001,5500127950,FRIENDSHIP,V,2009,SUPREME COURT,SCATTERING,SCATTERING,0,102
ADAMS,55001,5500127950,FRIENDSHIP,V,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",68,171
ADAMS,55001,5500127950,FRIENDSHIP,V,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,103,171
ADAMS,55001,5500127950,FRIENDSHIP,V,2011,SUPREME COURT,SCATTERING,SCATTERING,0,171
ADAMS,55001,5500127950,FRIENDSHIP,V,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,69,107
ADAMS,55001,5500127950,FRIENDSHIP,V,2013,SUPREME COURT,LIBERAL,ED FALLONE,38,107
ADAMS,55001,5500127950,FRIENDSHIP,V,2013,SUPREME COURT,SCATTERING,SCATTERING,0,107
ADAMS,55001,5500127950,FRIENDSHIP,V,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,54,137
ADAMS,55001,5500127950,FRIENDSHIP,V,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,83,137
ADAMS,55001,5500127950,FRIENDSHIP,V,2015,SUPREME COURT,SCATTERING,SCATTERING,0,137
ADAMS,55001,5500127950,FRIENDSHIP,V,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,84,182
ADAMS,55001,5500127950,FRIENDSHIP,V,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,98,182
ADAMS,55001,5500127950,FRIENDSHIP,V,2016,SUPREME COURT,SCATTERING,SCATTERING,0,182
ADAMS,55001,5500127950,FRIENDSHIP,V,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,49,49
ADAMS,55001,5500127950,FRIENDSHIP,V,2017,SUPREME COURT,SCATTERING,SCATTERING,0,49
ADAMS,55001,5500127950,FRIENDSHIP,V,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,52,123
ADAMS,55001,5500127950,FRIENDSHIP,V,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,71,123
ADAMS,55001,5500127950,FRIENDSHIP,V,2018,SUPREME COURT,SCATTERING,SCATTERING,0,123
ADAMS,55001,5500127950,FRIENDSHIP,V,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,61,123
ADAMS,55001,5500127950,FRIENDSHIP,V,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,62,123
ADAMS,55001,5500127950,FRIENDSHIP,V,2019,SUPREME COURT,SCATTERING,SCATTERING,0,123
ADAMS,55001,5500127950,FRIENDSHIP,V,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,74,159
ADAMS,55001,5500127950,FRIENDSHIP,V,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,85,159
ADAMS,55001,5500127950,FRIENDSHIP,V,2020,SUPREME COURT,SCATTERING,SCATTERING,0,159
ADAMS,55001,5500127950,FRIENDSHIP,V,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,99,185
ADAMS,55001,5500127950,FRIENDSHIP,V,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,86,185
ADAMS,55001,5500127950,FRIENDSHIP,V,2023,SUPREME COURT,SCATTERING,SCATTERING,0,185
ADAMS,55001,5500127950,FRIENDSHIP,V,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,111,201
ADAMS,55001,5500127950,FRIENDSHIP,V,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,90,201
ADAMS,55001,5500127950,FRIENDSHIP,V,2025,SUPREME COURT,SCATTERING,SCATTERING,0,201
ADAMS,55001,5500127950,FRIENDSHIP,V,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,47,108
ADAMS,55001,5500127950,FRIENDSHIP,V,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,60,108
ADAMS,55001,5500127950,FRIENDSHIP,V,2026,SUPREME COURT,SCATTERING,SCATTERING,1,108
ADAMS,55001,5500137625,JACKSON,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,140,194
ADAMS,55001,5500137625,JACKSON,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,54,194
ADAMS,55001,5500137625,JACKSON,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,194
ADAMS,55001,5500137625,JACKSON,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",133,133
ADAMS,55001,5500137625,JACKSON,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,133
ADAMS,55001,5500137625,JACKSON,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,98,172
ADAMS,55001,5500137625,JACKSON,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,74,172
ADAMS,55001,5500137625,JACKSON,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,172
ADAMS,55001,5500137625,JACKSON,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,125,125
ADAMS,55001,5500137625,JACKSON,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,125
ADAMS,55001,5500137625,JACKSON,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,38,38
ADAMS,55001,5500137625,JACKSON,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,38
ADAMS,55001,5500137625,JACKSON,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,92,140
ADAMS,55001,5500137625,JACKSON,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,48,140
ADAMS,55001,5500137625,JACKSON,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,140
ADAMS,55001,5500137625,JACKSON,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,71,113
ADAMS,55001,5500137625,JACKSON,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,42,113
ADAMS,55001,5500137625,JACKSON,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,113
ADAMS,55001,5500137625,JACKSON,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,63,144
ADAMS,55001,5500137625,JACKSON,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,81,144
ADAMS,55001,5500137625,JACKSON,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,144
ADAMS,55001,5500137625,JACKSON,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",115,219
ADAMS,55001,5500137625,JACKSON,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,104,219
ADAMS,55001,5500137625,JACKSON,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,219
ADAMS,55001,5500137625,JACKSON,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,95,180
ADAMS,55001,5500137625,JACKSON,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,85,180
ADAMS,55001,5500137625,JACKSON,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,180
ADAMS,55001,5500137625,JACKSON,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,78,164
ADAMS,55001,5500137625,JACKSON,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,86,164
ADAMS,55001,5500137625,JACKSON,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,164
ADAMS,55001,5500137625,JACKSON,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,209,371
ADAMS,55001,5500137625,JACKSON,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,162,371
ADAMS,55001,5500137625,JACKSON,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,371
ADAMS,55001,5500137625,JACKSON,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,72,72
ADAMS,55001,5500137625,JACKSON,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,72
ADAMS,55001,5500137625,JACKSON,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,112,205
ADAMS,55001,5500137625,JACKSON,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,93,205
ADAMS,55001,5500137625,JACKSON,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,205
ADAMS,55001,5500137625,JACKSON,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,141,241
ADAMS,55001,5500137625,JACKSON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,100,241
ADAMS,55001,5500137625,JACKSON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,241
ADAMS,55001,5500137625,JACKSON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,177,333
ADAMS,55001,5500137625,JACKSON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,156,333
ADAMS,55001,5500137625,JACKSON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,333
ADAMS,55001,5500137625,JACKSON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,242,431
ADAMS,55001,5500137625,JACKSON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,188,431
ADAMS,55001,5500137625,JACKSON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,1,431
ADAMS,55001,5500137625,JACKSON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,299,519
ADAMS,55001,5500137625,JACKSON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,220,519
ADAMS,55001,5500137625,JACKSON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,519
ADAMS,55001,5500137625,JACKSON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,194,372
ADAMS,55001,5500137625,JACKSON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,177,372
ADAMS,55001,5500137625,JACKSON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,1,372
ADAMS,55001,5500143425,LEOLA,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,27,40
ADAMS,55001,5500143425,LEOLA,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,13,40
ADAMS,55001,5500143425,LEOLA,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,40
ADAMS,55001,5500143425,LEOLA,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",26,26
ADAMS,55001,5500143425,LEOLA,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,26
ADAMS,55001,5500143425,LEOLA,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,35,54
ADAMS,55001,5500143425,LEOLA,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,19,54
ADAMS,55001,5500143425,LEOLA,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,54
ADAMS,55001,5500143425,LEOLA,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,72,72
ADAMS,55001,5500143425,LEOLA,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,72
ADAMS,55001,5500143425,LEOLA,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,53,53
ADAMS,55001,5500143425,LEOLA,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,53
ADAMS,55001,5500143425,LEOLA,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,37,66
ADAMS,55001,5500143425,LEOLA,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,29,66
ADAMS,55001,5500143425,LEOLA,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,66
ADAMS,55001,5500143425,LEOLA,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,45,66
ADAMS,55001,5500143425,LEOLA,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,21,66
ADAMS,55001,5500143425,LEOLA,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,66
ADAMS,55001,5500143425,LEOLA,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,18,35
ADAMS,55001,5500143425,LEOLA,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,17,35
ADAMS,55001,5500143425,LEOLA,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,35
ADAMS,55001,5500143425,LEOLA,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",66,89
ADAMS,55001,5500143425,LEOLA,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,23,89
ADAMS,55001,5500143425,LEOLA,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,89
ADAMS,55001,5500143425,LEOLA,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,30,40
ADAMS,55001,5500143425,LEOLA,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,10,40
ADAMS,55001,5500143425,LEOLA,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,40
ADAMS,55001,5500143425,LEOLA,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,24,44
ADAMS,55001,5500143425,LEOLA,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,20,44
ADAMS,55001,5500143425,LEOLA,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,44
ADAMS,55001,5500143425,LEOLA,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,64,95
ADAMS,55001,5500143425,LEOLA,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,31,95
ADAMS,55001,5500143425,LEOLA,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,95
ADAMS,55001,5500143425,LEOLA,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,53,53
ADAMS,55001,5500143425,LEOLA,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,53
ADAMS,55001,5500143425,LEOLA,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,38,49
ADAMS,55001,5500143425,LEOLA,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,11,49
ADAMS,55001,5500143425,LEOLA,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,49
ADAMS,55001,5500143425,LEOLA,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,49,70
ADAMS,55001,5500143425,LEOLA,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,21,70
ADAMS,55001,5500143425,LEOLA,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,70
ADAMS,55001,5500143425,LEOLA,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,50,68
ADAMS,55001,5500143425,LEOLA,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,18,68
ADAMS,55001,5500143425,LEOLA,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,68
ADAMS,55001,5500143425,LEOLA,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,68,89
ADAMS,55001,5500143425,LEOLA,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,21,89
ADAMS,55001,5500143425,LEOLA,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,89
ADAMS,55001,5500143425,LEOLA,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,96,127
ADAMS,55001,5500143425,LEOLA,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,31,127
ADAMS,55001,5500143425,LEOLA,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,127
ADAMS,55001,5500143425,LEOLA,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,42,63
ADAMS,55001,5500143425,LEOLA,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,21,63
ADAMS,55001,5500143425,LEOLA,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,63
ADAMS,55001,5500144250,LINCOLN,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,31,46
ADAMS,55001,5500144250,LINCOLN,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,15,46
ADAMS,55001,5500144250,LINCOLN,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,46
